"lsoa11cd","lsoa11nm","Index.of.Multiple.Deprivation..IMD..Score","Index.of.Multiple.Deprivation..IMD..Rank..where.1.is.most.deprived.","Index.of.Multiple.Deprivation..IMD..Decile..where.1.is.most.deprived.10..of.LSOAs.","Income.Score..rate.","Income.Rank..where.1.is.most.deprived.","Income.Decile..where.1.is.most.deprived.10..of.LSOAs.","Employment.Score..rate.","Employment.Rank..where.1.is.most.deprived.","Employment.Decile..where.1.is.most.deprived.10..of.LSOAs.","Education..Skills.and.Training.Score","Education..Skills.and.Training.Rank..where.1.is.most.deprived.","Education..Skills.and.Training.Decile..where.1.is.most.deprived.10..of.LSOAs.","Health.Deprivation.and.Disability.Score","Health.Deprivation.and.Disability.Rank..where.1.is.most.deprived.","Health.Deprivation.and.Disability.Decile..where.1.is.most.deprived.10..of.LSOAs.","Crime.Score","Crime.Rank..where.1.is.most.deprived.","Crime.Decile..where.1.is.most.deprived.10..of.LSOAs.","Barriers.to.Housing.and.Services.Score","Barriers.to.Housing.and.Services.Rank..where.1.is.most.deprived.","Barriers.to.Housing.and.Services.Decile..where.1.is.most.deprived.10..of.LSOAs.","Living.Environment.Score","Living.Environment.Rank..where.1.is.most.deprived.","Living.Environment.Decile..where.1.is.most.deprived.10..of.LSOAs.","Income.Deprivation.Affecting.Children.Index..IDACI..Score..rate.","Income.Deprivation.Affecting.Children.Index..IDACI..Rank..where.1.is.most.deprived.","Income.Deprivation.Affecting.Children.Index..IDACI..Decile..where.1.is.most.deprived.10..of.LSOAs.","Income.Deprivation.Affecting.Older.People..IDAOPI..Score..rate.","Income.Deprivation.Affecting.Older.People..IDAOPI..Rank..where.1.is.most.deprived.","Income.Deprivation.Affecting.Older.People..IDAOPI..Decile..where.1.is.most.deprived.10..of.LSOAs.","Children.and.Young.People.Sub.domain.Score","Children.and.Young.People.Sub.domain.Rank..where.1.is.most.deprived.","Children.and.Young.People.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Adult.Skills.Sub.domain.Score","Adult.Skills.Sub.domain.Rank..where.1.is.most.deprived.","Adult.Skills.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Geographical.Barriers.Sub.domain.Score","Geographical.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Geographical.Barriers.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Wider.Barriers.Sub.domain.Score","Wider.Barriers.Sub.domain.Rank..where.1.is.most.deprived.","Wider.Barriers.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Indoors.Sub.domain.Score","Indoors.Sub.domain.Rank..where.1.is.most.deprived.","Indoors.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Outdoors.Sub.domain.Score","Outdoors.Sub.domain.Rank..where.1.is.most.deprived.","Outdoors.Sub.domain.Decile..where.1.is.most.deprived.10..of.LSOAs.","Total.population..mid.2012..excluding.prisoners.","Dependent.Children.aged.0.15..mid.2012..excluding.prisoners.","Population.aged.16.59..mid.2012..excluding.prisoners.","Older.population.aged.60.and.over..mid.2012..excluding.prisoners.","Working.age.population.18.59.64..for.use.with.Employment.Deprivation.Domain..excluding.prisoners."
"E01006745","Liverpool 057D",40.174,4459,2,0.252,5361,2,0.224,3639,2,26.26,10242,4,1.303,2509,1,0.35,11127,4,13.633,24740,8,56.249,1301,1,0.342,4876,2,0.29,6345,2,0.411,9955,4,0.353,10438,4,-0.864,28571,9,0.854,11238,4,1.502,1296,1,0.599,7628,3,1885,357,1247,281,1250.75
"E01006746","Liverpool 030E",51.991,1880,1,0.34,2012,1,0.237,3007,1,43.769,4418,2,1.842,699,1,1.222,1830,1,19.079,17982,6,33.983,6969,3,0.518,575,1,0.515,699,1,0.533,8378,3,0.491,2366,1,-0.353,21905,7,1.38,9005,3,0.587,8294,3,0.829,5324,2,1524,190,1010,324,1013.25
"E01006747","Liverpool 031B",30.505,7986,3,0.098,18570,6,0.061,24914,8,40.477,5224,2,1.774,837,1,-0.051,17351,6,23.256,12899,4,61.814,695,1,0.257,8860,3,0.533,547,1,1.24,2127,1,0.333,12394,4,-1.103,30433,10,2.842,4319,2,1.461,1454,1,1.183,2843,1,3812,181,3429,202,3444.75
"E01006748","Liverpool 031C",34.986,6157,2,0.192,8938,3,0.127,11563,4,44.89,4183,2,1.512,1588,1,-0.433,22986,7,18.768,18329,6,56.299,1297,1,0.425,2156,1,0.427,1885,1,1.196,2396,1,0.39,7475,3,-0.265,20393,7,1.15,9968,4,1.486,1360,1,0.654,7013,3,1981,169,1600,212,1611
"E01006751","Liverpool 031F",44.318,3345,2,0.291,3708,2,0.168,7397,3,50.861,3012,1,2.037,386,1,0.17,13890,5,27.901,8427,3,30.638,8376,3,0.475,1150,1,0.622,197,1,1.127,2798,1,0.458,3688,2,-0.017,16070,5,2.402,5501,2,0.461,9876,4,0.759,5948,2,2667,382,1923,362,1876.75
"E01006752","Liverpool 035F",55.074,1455,1,0.3,3327,2,0.28,1521,1,42.78,4637,2,1.706,1013,1,1.719,348,1,16.278,21433,7,44.362,3476,2,0.349,4589,2,0.37,3227,1,0.855,4970,2,0.439,4540,2,-0.687,26637,9,1.257,9503,3,0.765,6314,2,1.347,2057,1,1005,172,666,167,668.5
"E01006753","Liverpool 059A",60.139,924,1,0.404,727,1,0.303,990,1,68.873,846,1,1.647,1167,1,0.764,5637,2,16.368,21313,7,25.99,10811,4,0.542,388,1,0.469,1175,1,1.156,2622,1,0.569,480,1,-0.451,23435,8,0.957,10748,4,-0.138,18507,6,1.146,3034,1,1564,364,918,282,911.75
"E01006754","Liverpool 059B",55.529,1401,1,0.353,1705,1,0.283,1434,1,66.669,1018,1,1.923,557,1,0.299,11921,4,19.313,17680,6,25.974,10823,4,0.398,2889,1,0.524,622,1,1.275,1952,1,0.539,982,1,-0.189,19134,6,1.105,10125,4,-0.056,17308,6,1.069,3526,2,1613,316,954,343,976.75
"E01006755","Liverpool 059C",66.652,443,1,0.424,508,1,0.308,905,1,86.661,119,1,2.369,139,1,0.727,6105,2,15.775,22080,7,21.408,13686,5,0.495,843,1,0.534,541,1,1.899,229,1,0.57,468,1,-0.787,27779,9,1.251,9527,3,-0.583,24535,8,1.12,3193,1,1636,407,956,273,948.25
"E01006756","Liverpool 059D",56.071,1334,1,0.387,1013,1,0.299,1082,1,61.008,1570,1,1.683,1055,1,0.517,8784,3,17.351,20103,7,19.73,14864,5,0.434,1972,1,0.448,1504,1,1.174,2498,1,0.521,1449,1,-0.415,22915,7,1.124,10061,4,-0.454,22930,7,0.898,4720,2,1853,470,1103,280,1092.25
"E01006757","Liverpool 059E",55.676,1384,1,0.412,626,1,0.285,1385,1,55.475,2278,1,1.823,742,1,0.354,11070,4,15.732,22124,7,17.829,16245,5,0.477,1121,1,0.511,741,1,1.117,2870,1,0.494,2267,1,-0.242,20025,7,0.415,13353,5,-0.495,23456,8,0.768,5882,2,1550,439,857,254,851.25
"E01006758","Liverpool 059F",58.882,1029,1,0.402,741,1,0.289,1284,1,67.899,927,1,1.732,928,1,0.439,9855,4,15.38,22557,7,32.355,7619,3,0.487,982,1,0.422,1986,1,1.361,1561,1,0.535,1088,1,-0.301,21039,7,0.467,13110,4,0.347,11410,4,1.084,3433,2,1524,371,884,269,880.75
"E01006759","Liverpool 028D",49.353,2333,1,0.253,5315,2,0.241,2843,1,27.41,9705,3,1.247,2810,1,2.6,8,1,12.951,25520,8,63.49,551,1,0.221,11007,4,0.379,2977,1,-0.166,18913,6,0.433,4850,2,-0.116,17818,6,-0.686,19247,6,1.566,1098,1,1.062,3569,2,1124,211,742,171,741.5
"E01006760","Liverpool 028E",80.374,28,1,0.445,356,1,0.449,33,1,47.872,3567,2,3.29,2,1,2.26,33,1,15.261,22718,7,74.266,99,1,0.567,253,1,0.452,1435,1,0.804,5455,2,0.487,2499,1,-0.887,28790,9,1.232,9622,3,2.123,181,1,0.789,5710,2,1642,191,1218,233,1233.75
"E01006761","Liverpool 020B",62.005,757,1,0.341,1987,1,0.316,748,1,41.563,4932,2,1.978,474,1,1.678,408,1,12.187,26427,9,53.754,1641,1,0.366,3986,2,0.335,4429,2,0.605,7532,3,0.466,3317,2,-0.958,29385,9,0.596,12440,4,1.243,2499,1,1.083,3443,2,1652,284,1006,362,1018.25
"E01006762","Liverpool 015E",52.813,1758,1,0.335,2174,1,0.253,2376,1,55.33,2297,1,1.923,559,1,0.811,5136,2,12.466,26100,8,38.749,5117,2,0.439,1856,1,0.354,3738,2,0.765,5821,2,0.538,1012,1,-0.403,22716,7,-0.057,15750,5,0.912,4846,2,0.564,8019,3,1722,348,1021,353,1023.5
"E01006763","Liverpool 020C",44.551,3291,2,0.307,3106,1,0.219,3910,2,35.783,6583,3,1.481,1714,1,0.707,6332,2,7.817,30605,10,50.816,2115,1,0.346,4706,2,0.336,4372,2,0.639,7147,3,0.411,6078,2,-0.792,27828,9,-0.721,19426,6,1.329,2063,1,0.621,7414,3,1509,315,917,277,909.25
"E01006764","Liverpool 020D",60.68,874,1,0.384,1063,1,0.29,1247,1,33.378,7378,3,1.831,724,1,1.735,323,1,11.147,27562,9,52.452,1849,1,0.402,2788,1,0.335,4409,2,0.376,10477,4,0.427,5143,2,-1.149,30686,10,0.477,13069,4,1.24,2511,1,0.976,4123,2,1588,321,1019,248,1013.5
"E01006765","Liverpool 020E",47.429,2709,1,0.268,4655,2,0.229,3408,2,27.854,9473,3,1.593,1331,1,1.487,775,1,6.657,31324,10,57.116,1209,1,0.313,6070,2,0.302,5786,2,0.43,9695,3,0.367,9275,3,-1.162,30765,10,-0.729,19466,6,1.41,1660,1,0.928,4478,2,1464,256,932,276,900.5
"E01006766","Liverpool 019E",72.956,165,1,0.429,472,1,0.341,444,1,59.362,1756,1,2.114,297,1,1.685,396,1,12.044,26569,9,59.038,982,1,0.53,476,1,0.349,3911,2,1.158,2600,1,0.513,1665,1,-1.779,32577,10,0.834,11341,4,1.436,1540,1,1.015,3869,2,1282,282,825,175,804.75
"E01006767","Liverpool 019F",59.574,959,1,0.381,1142,1,0.285,1382,1,33.945,7183,3,1.881,629,1,1.747,308,1,12.105,26513,9,46.189,3055,1,0.544,379,1,0.397,2486,1,0.647,7061,3,0.393,7294,3,-0.462,23587,8,-0.038,15661,5,1.118,3285,2,0.751,6028,2,1775,374,1188,213,1168
"E01006768","Liverpool 020F",53.855,1621,1,0.301,3320,2,0.302,1008,1,22.859,12006,4,1.623,1233,1,1.592,551,1,13.056,25403,8,53.266,1724,1,0.413,2454,1,0.194,12367,4,0.143,13975,5,0.357,10101,4,-0.158,18550,6,-0.528,18316,6,1.294,2235,1,0.918,4557,2,1360,186,925,249,921
"E01006769","Liverpool 040B",55.845,1368,1,0.395,861,1,0.326,611,1,49.981,3175,1,1.988,460,1,-0.247,20316,7,10.779,27960,9,19.058,15342,5,0.426,2137,1,0.491,922,1,0.964,4010,2,0.479,2802,1,-1.171,30811,10,0.396,13452,5,-0.286,20630,7,0.705,6487,2,1283,211,675,397,686
"E01006770","Liverpool 040C",48.943,2430,1,0.375,1244,1,0.276,1636,1,50.044,3163,1,1.451,1825,1,-0.095,17979,6,15.596,22312,7,20.428,14348,5,0.449,1646,1,0.463,1267,1,0.926,4332,2,0.485,2567,1,-0.429,23106,8,0.754,11691,4,0.011,16356,5,0.511,8676,3,996,200,534,262,536
"E01006771","Liverpool 040D",64.776,552,1,0.398,800,1,0.336,487,1,65.179,1137,1,1.95,527,1,0.467,9481,3,33.028,4956,2,24.183,11903,4,0.389,3180,1,0.529,576,1,1.434,1258,1,0.507,1838,1,0.841,4555,2,0.662,12140,4,0.181,13821,5,0.63,7311,3,1422,244,791,387,780.5
"E01006772","Liverpool 040E",36.082,5735,2,0.232,6434,2,0.23,3349,2,39.753,5406,2,1.28,2636,1,0.02,16214,5,15.385,22549,7,18.801,15531,5,0.187,13252,5,0.328,4677,2,0.827,5232,2,0.417,5737,2,-0.005,15882,5,-0.352,17383,6,-0.285,20618,7,0.681,6731,3,1086,165,619,302,632.25
"E01006773","Liverpool 036D",16.005,17626,6,0.113,16528,6,0.119,12790,4,10.539,21338,7,0.519,9194,3,-0.702,26426,9,4.832,32177,10,23.646,12227,4,0.107,20495,7,0.193,12480,4,-0.543,24471,8,0.288,17354,6,-0.636,26030,8,-2.225,27059,9,0.13,14591,5,0.651,7044,3,1394,247,834,313,839.75
"E01006774","Liverpool 036E",11.703,22156,7,0.108,17163,6,0.091,17532,6,7.71,24266,8,0.158,13814,5,-0.731,26757,9,8.362,30247,10,13.45,19956,7,0.144,16698,6,0.2,11867,4,-0.963,29025,9,0.275,18797,6,-0.115,17790,6,-2.768,28940,9,-0.661,25414,8,0.475,9115,3,1457,257,934,266,919.25
"E01006775","Liverpool 040F",62.808,701,1,0.401,753,1,0.335,494,1,77.198,415,1,2.316,165,1,-0.362,21997,7,18.864,18223,6,12.996,20405,7,0.447,1676,1,0.519,661,1,1.527,925,1,0.563,564,1,0.037,15179,5,0.421,13326,5,-0.643,25225,8,0.422,9846,3,1327,223,723,381,732.25
"E01006776","Liverpool 022B",46.199,2930,1,0.315,2804,1,0.268,1872,1,44.376,4290,2,1.749,888,1,0.298,11930,4,17.278,20190,7,13.756,19675,6,0.368,3944,2,0.405,2343,1,0.648,7050,3,0.482,2693,1,0.016,15565,5,0.096,14979,5,-1.442,31272,10,0.793,5665,2,1741,253,1002,486,1030.75
"E01006778","Liverpool 014E",71.528,214,1,0.443,362,1,0.368,259,1,68.407,882,1,2.378,134,1,1.138,2343,1,16.7,20886,7,33.258,7244,3,0.547,367,1,0.531,563,1,1.429,1280,1,0.528,1261,1,-0.652,26233,8,1.308,9290,3,0.669,7337,3,0.607,7549,3,2208,348,1412,448,1424
"E01006779","Liverpool 022D",72.021,198,1,0.477,182,1,0.384,181,1,76.981,424,1,2.83,26,1,0.719,6187,2,19.814,17060,6,14.114,19320,6,0.548,357,1,0.532,556,1,1.29,1881,1,0.609,164,1,-0.166,18713,6,1.165,9897,4,-1.353,30900,10,0.808,5526,2,1943,362,1091,490,1100.25
"E01006780","Liverpool 002D",30.866,7816,3,0.163,11214,4,0.151,8968,3,29.027,8975,3,1.031,4159,2,0.726,6114,2,7.629,30733,10,48.792,2504,1,0.221,10993,4,0.174,14091,5,0.269,12046,4,0.402,6682,3,-0.532,24623,8,-1.26,22335,7,1.282,2285,1,0.551,8182,3,1488,274,889,325,882.5
"E01006781","Liverpool 003A",20.767,13650,5,0.098,18640,6,0.137,10443,4,16.361,16357,5,0.811,6005,2,0.399,10421,4,5.108,32089,10,26.928,10278,4,0.079,24043,8,0.133,18265,6,-0.753,27031,9,0.367,9290,3,-0.424,23039,8,-3.085,29829,10,0.312,11909,4,0.675,6789,3,1480,249,930,301,948.25
"E01006782","Liverpool 003B",37.941,5158,2,0.205,7976,3,0.194,5429,2,27.365,9730,3,1.127,3515,2,0.848,4770,2,7.211,30997,10,62.864,600,1,0.223,10889,4,0.218,10527,4,0.386,10314,4,0.369,9113,3,-0.991,29641,10,-0.685,19238,6,1.595,1004,1,0.926,4497,2,1580,290,1000,290,999
"E01006783","Liverpool 002E",36.646,5559,2,0.231,6440,2,0.185,6039,2,24.806,10968,4,1.32,2415,1,0.515,8814,3,5.663,31854,10,55.648,1372,1,0.241,9793,3,0.33,4606,2,0.227,12655,4,0.366,9358,3,-1.138,30629,10,-1.074,21357,7,1.41,1659,1,0.809,5519,2,1549,343,936,270,930.25
"E01006784","Liverpool 003C",30.35,8074,3,0.171,10558,4,0.151,8953,3,12.799,19263,6,1.083,3822,2,0.351,11111,4,3.541,32529,10,64.748,454,1,0.13,17989,6,0.321,4967,2,-0.325,21349,7,0.297,16275,5,-1.512,32144,10,-1.684,24553,8,1.682,768,1,0.856,5092,2,1353,278,847,228,852
"E01006785","Liverpool 003D",40.629,4334,2,0.246,5677,2,0.205,4765,2,23.124,11857,4,1.214,2989,1,0.682,6626,3,16.461,21199,7,65.318,420,1,0.38,3508,2,0.256,8017,3,0.167,13574,5,0.357,10156,4,0.055,14877,5,-0.256,16857,6,1.689,755,1,0.888,4810,2,1770,337,1087,346,1082
"E01006786","Liverpool 003E",29.748,8352,3,0.138,13642,5,0.171,7116,3,20.381,13489,5,1.114,3604,2,1.013,3261,1,5.461,31942,10,36.957,5769,2,0.149,16346,5,0.148,16597,6,-0.117,18132,6,0.362,9708,3,-0.677,26514,9,-1.81,25130,8,0.706,6938,3,0.862,5043,2,1825,357,1118,350,1125
"E01006787","Liverpool 006A",53.824,1624,1,0.269,4622,2,0.285,1392,1,46.882,3774,2,1.908,587,1,0.811,5130,2,22.046,14306,5,55.408,1397,1,0.334,5211,2,0.311,5385,2,0.69,6580,3,0.495,2250,1,-0.064,16898,6,1.389,8966,3,1.445,1508,1,0.683,6702,3,1701,297,1165,239,1179
"E01006788","Liverpool 006B",31.639,7461,3,0.216,7318,3,0.174,6909,3,22.128,12394,4,1.019,4259,2,0.171,13872,5,10.216,28587,9,48.324,2596,1,0.336,5127,2,0.191,12642,4,-0.053,17075,6,0.373,8805,3,-0.197,19258,6,-1.331,22704,7,1.335,2028,1,0.354,10738,4,1812,426,1070,316,1067.75
"E01006790","Liverpool 006C",67.268,408,1,0.428,479,1,0.345,408,1,38.969,5611,2,2.295,174,1,1.509,728,1,13.665,24696,8,40.415,4594,2,0.537,418,1,0.492,905,1,0.302,11555,4,0.482,2689,1,-1.027,29899,10,0.966,10696,4,0.857,5359,2,0.842,5218,2,1598,319,1021,258,1017.5
"E01006791","Liverpool 006D",61.454,798,1,0.408,663,1,0.355,340,1,46.33,3895,2,2.031,395,1,0.69,6509,2,11.244,27463,9,29.63,8850,3,0.476,1139,1,0.457,1354,1,0.607,7507,3,0.501,2053,1,-0.881,28732,9,0.312,13852,5,0.584,8338,3,0.438,9620,3,1680,270,996,414,1015.75
"E01006792","Liverpool 046A",9.152,25260,8,0.056,26625,9,0.083,19267,6,1.673,31338,10,-0.045,16765,6,-0.691,26299,9,19.397,17573,6,16.882,16931,6,0.065,26121,8,0.056,29858,10,-1.497,31906,10,0.175,29176,9,0.624,6531,2,-2.797,29019,9,-0.393,22077,7,0.601,7613,3,1374,213,687,474,706.75
"E01006793","Liverpool 051A",25.532,10560,4,0.193,8878,3,0.18,6391,2,12.273,19775,7,0.836,5770,2,-0.377,22207,7,16.416,21256,7,25.142,11295,4,0.192,12901,4,0.233,9439,3,-0.27,20530,7,0.285,17741,6,0.211,12239,4,-0.921,20538,7,0.372,11054,4,0.402,10090,4,1479,233,779,467,809.5
"E01006794","Liverpool 046B",14.513,19118,6,0.088,20192,7,0.103,15198,5,9.433,22421,7,0.168,13672,5,-0.15,18852,6,9.511,29281,9,31.051,8213,3,0.111,20047,7,0.108,21580,7,-0.2,19477,6,0.23,24060,8,-0.108,17676,6,-2.06,26315,9,0.506,9300,3,0.719,6350,2,1598,229,910,459,926
"E01006795","Liverpool 051B",11.939,21872,7,0.074,22710,7,0.089,18006,6,5.69,26554,9,0.404,10566,4,-0.435,23017,8,3.279,32591,10,24.426,11751,4,0.076,24449,8,0.103,22317,7,-0.554,24616,8,0.206,26524,9,-0.809,28027,9,-2.725,28827,9,0.306,12008,4,0.454,9416,3,1417,219,832,366,849
"E01006796","Liverpool 047E",7.263,27668,9,0.038,30428,10,0.048,28255,9,1.838,31145,10,-0.125,17992,6,-0.114,18287,6,23.901,12172,4,10.977,22479,7,0.026,31788,10,0.046,31151,10,-1.717,32413,10,0.186,28302,9,0.905,4088,2,-3.262,30242,10,-0.938,28216,9,0.385,10296,4,1623,299,867,457,870.75
"E01006797","Liverpool 051C",39.806,4563,2,0.254,5250,2,0.25,2458,1,29.593,8752,3,1.665,1106,1,-0.01,16702,6,17.764,19596,6,22.558,12929,4,0.257,8862,3,0.332,4543,2,0.398,10151,4,0.389,7553,3,0.02,15499,5,0.203,14402,5,0.19,13690,5,0.461,9317,3,1495,255,911,329,914.5
"E01006798","Liverpool 051D",12.956,20719,7,0.099,18491,6,0.097,16343,5,9.738,22130,7,0.227,12861,4,-0.565,24698,8,8.801,29906,10,19.413,15071,5,0.115,19556,6,0.141,17369,6,-0.181,19168,6,0.232,23795,8,-0.104,17606,6,-2.515,28128,9,-0.077,17646,6,0.523,8534,3,1394,186,797,411,818.5
"E01006799","Liverpool 051E",30.257,8124,3,0.252,5342,2,0.21,4393,2,12.492,19571,6,1.108,3647,2,-0.782,27320,9,10.632,28116,9,26.498,10512,4,0.224,10854,4,0.325,4800,2,-0.977,29142,9,0.335,12206,4,-0.488,23985,8,-0.385,17562,6,0.54,8876,3,0.196,12993,4,1843,164,870,809,930.75
"E01006800","Liverpool 046C",12.572,21134,7,0.083,21043,7,0.119,12756,4,5.649,26593,9,0.237,12733,4,-0.528,24239,8,11.164,27541,9,12.755,20639,7,0.055,27720,9,0.098,23039,8,-0.815,27664,9,0.233,23686,8,0.08,14464,5,-2.4,27729,9,-0.373,21798,7,0.151,13696,5,1405,163,654,588,680.5
"E01006801","Liverpool 046D",12.254,21501,7,0.091,19754,7,0.081,19696,6,8.84,23046,8,0.47,9757,3,-0.903,28505,9,14.982,23073,8,15.628,17998,6,0.069,25554,8,0.147,16762,6,-0.623,25541,8,0.271,19335,6,0.392,9402,3,-3.231,30176,10,-0.303,20864,7,0.396,10152,4,1354,157,693,504,726
"E01032505","Liverpool 050F",33.865,6574,3,0.223,6938,3,0.179,6462,2,28.284,9284,3,0.894,5251,2,0.215,13234,5,37.695,2875,1,20.645,14196,5,0.339,5021,2,0.227,9867,4,0.391,10257,4,0.377,8427,3,1.398,1741,1,-0.608,18808,6,0.106,14972,5,0.402,10084,4,1314,219,800,295,799.25
"E01032506","Liverpool 050G",37.906,5168,2,0.234,6290,2,0.204,4811,2,25.599,10561,4,1.59,1337,1,-0.057,17428,6,9.954,28845,9,53.51,1679,1,0.308,6259,2,0.293,6210,2,0.351,10824,4,0.356,10192,4,-0.75,27359,9,-0.163,16337,5,1.438,1532,1,0.526,8483,3,1394,189,879,326,894.5
"E01032507","Liverpool 050H",25.672,10486,4,0.178,9911,4,0.125,11964,4,17.596,15445,5,0.928,4974,2,-0.382,22273,7,7.201,31005,10,51.672,1963,1,0.301,6617,3,0.276,7021,3,0.41,9968,4,0.242,22626,7,-0.556,24961,8,-1.358,22884,7,1.441,1521,1,0.334,11026,4,1492,197,1050,245,1052.5
"E01032508","Liverpool 027G",59.12,1002,1,0.357,1609,1,0.272,1767,1,57.366,2011,1,1.909,583,1,1.115,2491,1,11.814,26796,9,54.13,1572,1,0.419,2315,1,0.474,1109,1,1.107,2944,1,0.508,1808,1,-1.353,31671,10,0.709,11917,4,1.179,2894,1,1.262,2434,1,1736,310,1090,336,1085
"E01032509","Liverpool 027H",56.817,1251,1,0.356,1621,1,0.257,2232,1,45.374,4082,2,1.644,1173,1,1.076,2788,1,10.348,28439,9,69.363,226,1,0.494,869,1,0.38,2952,1,1.021,3555,2,0.431,4945,2,-0.684,26596,9,-0.146,16230,5,1.713,716,1,1.176,2876,1,1430,303,888,239,877
"E01032510","Liverpool 008F",39.245,4740,2,0.24,5993,2,0.193,5516,2,32.06,7814,3,1.425,1930,1,0.744,5878,2,11.002,27706,9,49.884,2294,1,0.324,5599,2,0.274,7119,3,0.394,10217,4,0.413,5972,2,-0.361,22055,7,-0.556,18487,6,1.333,2034,1,0.515,8638,3,1840,349,1182,309,1166.5
"E01032511","Liverpool 008G",40.674,4319,2,0.264,4858,2,0.213,4272,2,42.612,4682,2,1.39,2077,1,0.105,14931,5,31.995,5554,2,21.619,13529,5,0.39,3162,1,0.273,7150,3,0.644,7093,3,0.469,3190,1,1.037,3201,1,-0.548,18449,6,0.149,14334,5,0.436,9647,3,1340,218,801,321,835.75
"E01033747","Liverpool 018F",80.316,29,1,0.505,103,1,0.436,50,1,71.316,670,1,2.768,34,1,1.854,198,1,16.556,21076,7,37.646,5504,2,0.523,539,1,0.506,777,1,1.077,3147,1,0.603,198,1,-0.495,24097,8,1.07,10270,4,0.647,7584,3,1.026,3799,2,1065,240,578,247,583.5
"E01033748","Liverpool 050I",17.867,16004,5,0.07,23651,8,0.049,27986,9,14.579,17760,6,0.928,4973,2,-0.802,27526,9,38.767,2501,1,25.664,10992,4,0.207,11920,4,0.208,11271,4,0.397,10166,4,0.178,28983,9,1.406,1710,1,-0.345,17350,6,0.559,8630,3,0.044,15359,5,1340,105,1157,78,1164
"E01033749","Liverpool 042F",11.02,22984,7,0.02,32468,10,0.01,32808,10,8.141,23802,8,0.819,5926,2,-0.657,25875,8,28.876,7635,3,15.936,17724,6,0.137,17370,6,0.226,9937,4,-0.28,20670,7,0.217,25424,8,-0.579,25273,8,3.421,3068,1,-0.139,18537,6,0.237,12383,4,1146,45,1070,31,1038.75
"E01033750","Liverpool 061A",13.58,20066,7,0.046,28752,9,0.038,30473,10,6.917,25156,8,0.327,11550,4,0.338,11307,4,31.665,5749,2,29.334,8990,3,0.121,18935,6,0.209,11168,4,-0.126,18282,6,0.107,31997,10,1.05,3132,1,-0.712,19376,6,0.609,8013,3,0.346,10835,4,1557,77,1393,87,1432.75
"E01033751","Liverpool 062A",38.359,5021,2,0.194,8792,3,0.128,11519,4,43.352,4508,2,1.915,572,1,0.696,6438,2,22.156,14175,5,43.657,3670,2,0.671,44,1,0.496,855,1,1.585,775,1,0.258,20768,7,0.114,13876,5,0.939,10843,4,0.927,4716,2,0.958,4253,2,1878,119,1624,135,1611.5
"E01033752","Liverpool 062B",16.445,17254,6,0.026,31998,10,0.027,32164,10,16.115,16566,6,0.664,7521,3,-0.189,19433,6,23.595,12525,4,57.843,1126,1,0.043,29597,10,0.136,17974,6,0.579,7829,3,0.075,32587,10,0.025,15387,5,1.501,8567,3,1.461,1455,1,0.86,5058,2,1475,63,1374,38,1447.75
"E01033753","Liverpool 062C",15.459,18180,6,0.024,32186,10,0.019,32616,10,7.794,24177,8,0.755,6543,2,-1.382,31626,10,32.021,5540,2,52.692,1807,1,0.058,27279,9,0.266,7519,3,-0.04,16859,6,0.103,32088,10,0.572,7124,3,1.483,8624,3,1.574,1081,1,-0.013,16293,5,1151,37,1089,25,1120.25
"E01033754","Liverpool 061B",32.927,6946,3,0.156,11837,4,0.103,15289,5,22.443,12235,4,1.155,3334,2,1.605,524,1,22.256,14059,5,45.572,3202,1,0.483,1032,1,0.458,1339,1,0.771,5767,2,0.221,24953,8,-0.04,16456,6,1.373,9038,3,0.985,4268,2,1.006,3947,2,1697,84,1427,186,1469.75
"E01033755","Liverpool 062D",17.649,16185,5,0.024,32186,10,0.024,32394,10,8.58,23339,8,0.949,4801,2,0.498,9067,3,14.89,23179,8,61.992,683,1,0.056,27517,9,0.124,19376,6,0.039,15593,5,0.091,32339,10,-1.013,29792,10,1.236,9607,3,1.4,1702,1,1.344,2067,1,1151,39,1088,24,1120.25
"E01033756","Liverpool 061C",22.606,12319,4,0.04,29981,10,0.039,30321,10,7.982,23962,8,0.636,7838,3,1.633,470,1,29.071,7489,3,51.792,1942,1,0.051,28434,9,0.101,22618,7,-0.023,16582,6,0.103,32083,10,0.019,15514,5,2.55,5114,2,1.069,3627,2,1.318,2178,1,1222,47,1098,77,1142
"E01033757","Liverpool 037E",36.873,5493,2,0.177,10018,4,0.142,9876,4,37.168,6152,2,1.832,722,1,0.334,11392,4,25.355,10671,4,45.818,3142,1,0.485,1013,1,0.544,476,1,1.276,1947,1,0.283,17964,6,-0.276,20599,7,2.457,5377,2,1.042,3821,2,0.894,4747,2,1170,61,1060,49,1071
